mlid,firstname,surname,party,PublicWhip URL
41571,Ian,Paisley Jnr,DUP,https://www.publicwhip.org.uk/mp.php?mpid=41571
42657,Ian,Paisley Jnr,DUP,https://www.publicwhip.org.uk/mp.php?mpid=42657
41987,Neil,Parish,Con,https://www.publicwhip.org.uk/mp.php?mpid=41987
42678,Neil,Parish,Con,https://www.publicwhip.org.uk/mp.php?mpid=42678
42011,Priti,Patel,Con,https://www.publicwhip.org.uk/mp.php?mpid=42011
42388,Priti,Patel,Con,https://www.publicwhip.org.uk/mp.php?mpid=42388
41911,Owen,Paterson,Con,https://www.publicwhip.org.uk/mp.php?mpid=41911
42586,Owen,Paterson,Con,https://www.publicwhip.org.uk/mp.php?mpid=42586
41479,Mark,Pawsey,Con,https://www.publicwhip.org.uk/mp.php?mpid=41479
42123,Mark,Pawsey,Con,https://www.publicwhip.org.uk/mp.php?mpid=42123
41427,Stephanie,Peacock,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41427
42106,Stephanie,Peacock,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42106
41837,Teresa,Pearce,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41837
41465,Mike,Penning,Con,https://www.publicwhip.org.uk/mp.php?mpid=41465
42110,Mike,Penning,Con,https://www.publicwhip.org.uk/mp.php?mpid=42110
41649,Matthew,Pennycook,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41649
42417,Matthew,Pennycook,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42417
42009,John,Penrose,Con,https://www.publicwhip.org.uk/mp.php?mpid=42009
42631,John,Penrose,Con,https://www.publicwhip.org.uk/mp.php?mpid=42631
41770,Andrew,Percy,Con,https://www.publicwhip.org.uk/mp.php?mpid=41770
42558,Andrew,Percy,Con,https://www.publicwhip.org.uk/mp.php?mpid=42558
41795,Toby,Perkins,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41795
42484,Toby,Perkins,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42484
41813,Claire,Perry,Con,https://www.publicwhip.org.uk/mp.php?mpid=41813
41585,Jess,Phillips,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41585
42502,Jess,Phillips,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42502
41371,Bridget,Phillipson,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41371
42078,Bridget,Phillipson,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42078
41806,Chris,Philp,Con,https://www.publicwhip.org.uk/mp.php?mpid=41806
42720,Chris,Philp,Con,https://www.publicwhip.org.uk/mp.php?mpid=42720
41605,Laura,Pidcock,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41605
41493,Christopher,Pincher,Con,https://www.publicwhip.org.uk/mp.php?mpid=41493
42420,Christopher,Pincher,Con,https://www.publicwhip.org.uk/mp.php?mpid=42420
41390,Jo,Platt,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41390
41927,Luke,Pollard,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41927
42660,Luke,Pollard,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42660
41788,Daniel,Poulter,Con,https://www.publicwhip.org.uk/mp.php?mpid=41788
42386,Daniel,Poulter,Con,https://www.publicwhip.org.uk/mp.php?mpid=42386
41821,Steve,Pound,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41821
41983,Rebecca,Pow,Con,https://www.publicwhip.org.uk/mp.php?mpid=41983
42628,Rebecca,Pow,Con,https://www.publicwhip.org.uk/mp.php?mpid=42628
41636,Lucy,Powell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41636
42519,Lucy,Powell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42519
41740,Victoria,Prentis,Con,https://www.publicwhip.org.uk/mp.php?mpid=41740
42595,Victoria,Prentis,Con,https://www.publicwhip.org.uk/mp.php?mpid=42595
41475,Mark,Prisk,Con,https://www.publicwhip.org.uk/mp.php?mpid=41475
41608,Mark,Pritchard,Con,https://www.publicwhip.org.uk/mp.php?mpid=41608
42321,Mark,Pritchard,Con,https://www.publicwhip.org.uk/mp.php?mpid=42321
41801,Tom,Pursglove,Con,https://www.publicwhip.org.uk/mp.php?mpid=41801
42663,Tom,Pursglove,Con,https://www.publicwhip.org.uk/mp.php?mpid=42663
41867,Jeremy,Quin,Con,https://www.publicwhip.org.uk/mp.php?mpid=41867
42721,Jeremy,Quin,Con,https://www.publicwhip.org.uk/mp.php?mpid=42721
41541,Will,Quince,Con,https://www.publicwhip.org.uk/mp.php?mpid=41541
42155,Will,Quince,Con,https://www.publicwhip.org.uk/mp.php?mpid=42155
41611,Yasmin,Qureshi,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41611
42200,Yasmin,Qureshi,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42200
41678,Dominic,Raab,Con,https://www.publicwhip.org.uk/mp.php?mpid=41678
42287,Dominic,Raab,Con,https://www.publicwhip.org.uk/mp.php?mpid=42287
42280,Tom,Randall,Con,https://www.publicwhip.org.uk/mp.php?mpid=42280
41998,Faisal,Rashid,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41998
41738,Angela,Rayner,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41738
42423,Angela,Rayner,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42423
41581,John,Redwood,Con,https://www.publicwhip.org.uk/mp.php?mpid=41581
42198,John,Redwood,Con,https://www.publicwhip.org.uk/mp.php?mpid=42198
41805,Steve,Reed,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41805
42717,Steve,Reed,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42717
41531,Christina,Rees,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41531
42253,Christina,Rees,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42253
41909,Jacob,Rees-Mogg,Con,https://www.publicwhip.org.uk/mp.php?mpid=41909
42345,Jacob,Rees-Mogg,Con,https://www.publicwhip.org.uk/mp.php?mpid=42345
41880,Ellie,Reeves,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41880
42138,Ellie,Reeves,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42138
41680,Rachel,Reeves,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41680
42380,Rachel,Reeves,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42380
41436,Emma,Reynolds,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41436
41972,Jonathan,Reynolds,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41972
42604,Jonathan,Reynolds,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42604
42340,Bell,Ribeiro-Addy,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42340
42268,Nicola,Richards,Con,https://www.publicwhip.org.uk/mp.php?mpid=42268
42245,Angela,Richardson,Con,https://www.publicwhip.org.uk/mp.php?mpid=42245
41470,Marie,Rimmer,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41470
42370,Marie,Rimmer,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42370
42322,Rob,Roberts,Con,https://www.publicwhip.org.uk/mp.php?mpid=42322
41984,Laurence,Robertson,Con,https://www.publicwhip.org.uk/mp.php?mpid=41984
42617,Laurence,Robertson,Con,https://www.publicwhip.org.uk/mp.php?mpid=42617
41583,Gavin,Robinson,DUP,https://www.publicwhip.org.uk/mp.php?mpid=41583
42339,Gavin,Robinson,DUP,https://www.publicwhip.org.uk/mp.php?mpid=42339
41588,Geoffrey,Robinson,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41588
41792,Mary,Robinson,Con,https://www.publicwhip.org.uk/mp.php?mpid=41792
42475,Mary,Robinson,Con,https://www.publicwhip.org.uk/mp.php?mpid=42475
41932,Matt,Rodda,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41932
42384,Matt,Rodda,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42384
41572,Andrew,Rosindell,Con,https://www.publicwhip.org.uk/mp.php?mpid=41572
42239,Andrew,Rosindell,Con,https://www.publicwhip.org.uk/mp.php?mpid=42239
41486,Douglas,Ross,Con,https://www.publicwhip.org.uk/mp.php?mpid=41486
42296,Douglas,Ross,Con,https://www.publicwhip.org.uk/mp.php?mpid=42296
41504,Danielle,Rowley,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41504
41907,Lee,Rowley,Con,https://www.publicwhip.org.uk/mp.php?mpid=41907
42409,Lee,Rowley,Con,https://www.publicwhip.org.uk/mp.php?mpid=42409
41422,Chris,Ruane,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41422
41858,Amber,Rudd,Con,https://www.publicwhip.org.uk/mp.php?mpid=41858
42076,Amber,Rudd,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42076
42247,Dean,Russell,Con,https://www.publicwhip.org.uk/mp.php?mpid=42247
41771,Lloyd,Russell-Moyle,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41771
42549,Lloyd,Russell-Moyle,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42549
41887,David,Rutley,Con,https://www.publicwhip.org.uk/mp.php?mpid=41887
42335,David,Rutley,Con,https://www.publicwhip.org.uk/mp.php?mpid=42335
41834,Joan,Ryan,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41834
42039,Joan,Ryan,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42039
42500,Gary,Sambrook,Con,https://www.publicwhip.org.uk/mp.php?mpid=42500
41826,Antoinette,Sandbach,Con,https://www.publicwhip.org.uk/mp.php?mpid=41826
42075,Antoinette,Sandbach,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42075
41563,Liz,Saville-Roberts,PC,https://www.publicwhip.org.uk/mp.php?mpid=41563
42167,Liz,Saville-Roberts,PC,https://www.publicwhip.org.uk/mp.php?mpid=42167
42468,Selaine,Saxby,Con,https://www.publicwhip.org.uk/mp.php?mpid=42468
41731,Paul,Scully,Con,https://www.publicwhip.org.uk/mp.php?mpid=41731
42476,Paul,Scully,Con,https://www.publicwhip.org.uk/mp.php?mpid=42476
41631,Bob,Seely,Con,https://www.publicwhip.org.uk/mp.php?mpid=41631
42418,Bob,Seely,Con,https://www.publicwhip.org.uk/mp.php?mpid=42418
41963,Andrew,Selous,Con,https://www.publicwhip.org.uk/mp.php?mpid=41963
42305,Andrew,Selous,Con,https://www.publicwhip.org.uk/mp.php?mpid=42305
41764,Naseem,Shah,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41764
42081,Naseem,Shah,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42081
41404,Jim,Shannon,DUP,https://www.publicwhip.org.uk/mp.php?mpid=41404
42221,Jim,Shannon,DUP,https://www.publicwhip.org.uk/mp.php?mpid=42221
42003,Grant,Shapps,Con,https://www.publicwhip.org.uk/mp.php?mpid=42003
42667,Grant,Shapps,Con,https://www.publicwhip.org.uk/mp.php?mpid=42667
41933,Alok,Sharma,Con,https://www.publicwhip.org.uk/mp.php?mpid=41933
42591,Alok,Sharma,Con,https://www.publicwhip.org.uk/mp.php?mpid=42591
41628,Virendra,Sharma,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41628
42260,Virendra,Sharma,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42260
41869,Barry,Sheerman,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41869
42638,Barry,Sheerman,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42638
41833,Alec,Shelbrooke,Con,https://www.publicwhip.org.uk/mp.php?mpid=41833
42523,Alec,Shelbrooke,Con,https://www.publicwhip.org.uk/mp.php?mpid=42523
41691,Tommy,Sheppard,SNP,https://www.publicwhip.org.uk/mp.php?mpid=41691
42661,Tommy,Sheppard,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42661
41814,Paula,Sherriff,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41814
41634,Gavin,Shuker,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41634
42038,Gavin,Shuker,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42038
41855,Tulip,Siddiq,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41855
42342,Tulip,Siddiq,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42342
42516,David,Simmonds,Con,https://www.publicwhip.org.uk/mp.php?mpid=42516
41991,David,Simpson,DUP,https://www.publicwhip.org.uk/mp.php?mpid=41991
41773,Keith,Simpson,Con,https://www.publicwhip.org.uk/mp.php?mpid=41773
41874,Chris,Skidmore,Con,https://www.publicwhip.org.uk/mp.php?mpid=41874
42493,Chris,Skidmore,Con,https://www.publicwhip.org.uk/mp.php?mpid=42493
41760,Dennis,Skinner,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41760
41854,Andrew,Slaughter,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41854
42361,Andrew,Slaughter,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42361
41976,Ruth,Smeeth,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41976
42316,Alyn,Smith,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42316
41729,Angela,Smith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41729
42036,Angela,Smith,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42036
41875,Cat,Smith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41875
42448,Cat,Smith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42448
41621,Chloe,Smith,Con,https://www.publicwhip.org.uk/mp.php?mpid=41621
42575,Chloe,Smith,Con,https://www.publicwhip.org.uk/mp.php?mpid=42575
41525,Eleanor,Smith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41525
42707,Greg,Smith,Con,https://www.publicwhip.org.uk/mp.php?mpid=42707
41802,Henry,Smith,Con,https://www.publicwhip.org.uk/mp.php?mpid=41802
42471,Henry,Smith,Con,https://www.publicwhip.org.uk/mp.php?mpid=42471
41683,Jeff,Smith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41683
42683,Jeff,Smith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42683
41952,Julian,Smith,Con,https://www.publicwhip.org.uk/mp.php?mpid=41952
42555,Julian,Smith,Con,https://www.publicwhip.org.uk/mp.php?mpid=42555
41803,Laura,Smith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41803
41438,Nick,Smith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41438
42401,Nick,Smith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42401
41447,Owen,Smith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41447
41968,Royston,Smith,Con,https://www.publicwhip.org.uk/mp.php?mpid=41968
42647,Royston,Smith,Con,https://www.publicwhip.org.uk/mp.php?mpid=42647
41553,Karin,Smyth,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41553
42463,Karin,Smyth,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42463
41975,Gareth,Snell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41975
41893,Nicholas,Soames,Con,https://www.publicwhip.org.uk/mp.php?mpid=41893
42059,Nicholas,Soames,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42059
41878,Alex,Sobel,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41878
42447,Alex,Sobel,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42447
42670,Amanda,Solloway,Con,https://www.publicwhip.org.uk/mp.php?mpid=42670
41776,Anna,Soubry,Con,https://www.publicwhip.org.uk/mp.php?mpid=41776
42041,Anna,Soubry,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42041
41423,John,Spellar,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41423
42242,John,Spellar,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42242
41590,Caroline,Spelman,Con,https://www.publicwhip.org.uk/mp.php?mpid=41590
42504,Ben,Spencer,Con,https://www.publicwhip.org.uk/mp.php?mpid=42504
41949,Mark,Spencer,Con,https://www.publicwhip.org.uk/mp.php?mpid=41949
42625,Mark,Spencer,Con,https://www.publicwhip.org.uk/mp.php?mpid=42625
42376,Alexander,Stafford,Con,https://www.publicwhip.org.uk/mp.php?mpid=42376
41865,Keir,Starmer,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41865
42587,Keir,Starmer,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42587
41706,Chris,Stephens,SNP,https://www.publicwhip.org.uk/mp.php?mpid=41706
42581,Chris,Stephens,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42581
41506,Andrew,Stephenson,Con,https://www.publicwhip.org.uk/mp.php?mpid=41506
42251,Andrew,Stephenson,Con,https://www.publicwhip.org.uk/mp.php?mpid=42251
41529,Jo,Stevens,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41529
42526,Jo,Stevens,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42526
42169,Jane,Stevenson,Con,https://www.publicwhip.org.uk/mp.php?mpid=42169
41398,John,Stevenson,Con,https://www.publicwhip.org.uk/mp.php?mpid=41398
42122,John,Stevenson,Con,https://www.publicwhip.org.uk/mp.php?mpid=42122
41746,Bob,Stewart,Con,https://www.publicwhip.org.uk/mp.php?mpid=41746
42457,Bob,Stewart,Con,https://www.publicwhip.org.uk/mp.php?mpid=42457
41895,Iain,Stewart,Con,https://www.publicwhip.org.uk/mp.php?mpid=41895
42637,Iain,Stewart,Con,https://www.publicwhip.org.uk/mp.php?mpid=42637
41925,Rory,Stewart,Con,https://www.publicwhip.org.uk/mp.php?mpid=41925
42074,Rory,Stewart,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42074
41779,Jamie,Stone,LDem,https://www.publicwhip.org.uk/mp.php?mpid=41779
42646,Jamie,Stone,LDem,https://www.publicwhip.org.uk/mp.php?mpid=42646
41964,Gary,Streeter,Con,https://www.publicwhip.org.uk/mp.php?mpid=41964
42715,Gary,Streeter,Con,https://www.publicwhip.org.uk/mp.php?mpid=42715
41870,Wes,Streeting,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41870
42643,Wes,Streeting,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42643
41787,Mel,Stride,Con,https://www.publicwhip.org.uk/mp.php?mpid=41787
42613,Mel,Stride,Con,https://www.publicwhip.org.uk/mp.php?mpid=42613
41757,Graham,Stringer,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41757
42554,Graham,Stringer,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42554
41751,Graham,Stuart,Con,https://www.publicwhip.org.uk/mp.php?mpid=41751
42368,Graham,Stuart,Con,https://www.publicwhip.org.uk/mp.php?mpid=42368
42016,Julian,Sturdy,Con,https://www.publicwhip.org.uk/mp.php?mpid=42016
42610,Julian,Sturdy,Con,https://www.publicwhip.org.uk/mp.php?mpid=42610
42635,Zarah,Sultana,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42635
41935,Rishi,Sunak,Con,https://www.publicwhip.org.uk/mp.php?mpid=41935
42455,Rishi,Sunak,Con,https://www.publicwhip.org.uk/mp.php?mpid=42455
42356,James,Sunderland,Con,https://www.publicwhip.org.uk/mp.php?mpid=42356
41668,Desmond,Swayne,Con,https://www.publicwhip.org.uk/mp.php?mpid=41668
42479,Desmond,Swayne,Con,https://www.publicwhip.org.uk/mp.php?mpid=42479
41601,Paul,Sweeney,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41601
41555,Jo,Swinson,LDem,https://www.publicwhip.org.uk/mp.php?mpid=41555
41822,Hugo,Swire,Con,https://www.publicwhip.org.uk/mp.php?mpid=41822
41928,Robert,Syms,Con,https://www.publicwhip.org.uk/mp.php?mpid=41928
42687,Robert,Syms,Con,https://www.publicwhip.org.uk/mp.php?mpid=42687
41551,Mark,Tami,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41551
42534,Mark,Tami,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42534
42642,Sam,Tarry,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42642
41600,Alison,Thewliss,SNP,https://www.publicwhip.org.uk/mp.php?mpid=41600
42580,Alison,Thewliss,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42580
41971,Derek,Thomas,Con,https://www.publicwhip.org.uk/mp.php?mpid=41971
42726,Derek,Thomas,Con,https://www.publicwhip.org.uk/mp.php?mpid=42726
41724,Gareth,Thomas,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41724
42452,Gareth,Thomas,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42452
41434,Nick,Thomas-Symonds,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41434
42234,Nick,Thomas-Symonds,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42234
42261,Owen,Thompson,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42261
42679,Richard,Thomson,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42679
41733,Ross,Thomson,Con,https://www.publicwhip.org.uk/mp.php?mpid=41733
41602,Emily,Thornberry,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41602
42254,Emily,Thornberry,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42254
41441,Maggie,Throup,Con,https://www.publicwhip.org.uk/mp.php?mpid=41441
42278,Maggie,Throup,Con,https://www.publicwhip.org.uk/mp.php?mpid=42278
41705,Stephen,Timms,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41705
42402,Stephen,Timms,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42402
42344,Edward,Timpson,Con,https://www.publicwhip.org.uk/mp.php?mpid=42344
41937,Kelly,Tolhurst,Con,https://www.publicwhip.org.uk/mp.php?mpid=41937
42489,Kelly,Tolhurst,Con,https://www.publicwhip.org.uk/mp.php?mpid=42489
41375,Justin,Tomlinson,Con,https://www.publicwhip.org.uk/mp.php?mpid=41375
42085,Justin,Tomlinson,Con,https://www.publicwhip.org.uk/mp.php?mpid=42085
41892,Michael,Tomlinson,Con,https://www.publicwhip.org.uk/mp.php?mpid=41892
42692,Michael,Tomlinson,Con,https://www.publicwhip.org.uk/mp.php?mpid=42692
41417,Craig,Tracey,Con,https://www.publicwhip.org.uk/mp.php?mpid=41417
42302,Craig,Tracey,Con,https://www.publicwhip.org.uk/mp.php?mpid=42302
41612,David,Tredinnick,Con,https://www.publicwhip.org.uk/mp.php?mpid=41612
41748,Anne-Marie,Trevelyan,Con,https://www.publicwhip.org.uk/mp.php?mpid=41748
42551,Anne-Marie,Trevelyan,Con,https://www.publicwhip.org.uk/mp.php?mpid=42551
41860,Jon,Trickett,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41860
42564,Jon,Trickett,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42564
42319,Laura,Trott,Con,https://www.publicwhip.org.uk/mp.php?mpid=42319
41966,Elizabeth,Truss,Con,https://www.publicwhip.org.uk/mp.php?mpid=41966
42706,Elizabeth,Truss,Con,https://www.publicwhip.org.uk/mp.php?mpid=42706
41674,Thomas,Tugendhat,Con,https://www.publicwhip.org.uk/mp.php?mpid=41674
42606,Thomas,Tugendhat,Con,https://www.publicwhip.org.uk/mp.php?mpid=42606
41698,Anna,Turley,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41698
41530,Karl,Turner,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41530
42273,Karl,Turner,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42273
41388,Derek,Twigg,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41388
42087,Derek,Twigg,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42087
41558,Stephen,Twigg,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41558
41473,Liz,Twist,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41473
42158,Liz,Twist,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42158
41980,Chuka,Umunna,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41980
42037,Chuka,Umunna,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42037
42047,Chuka,Umunna,LDem,https://www.publicwhip.org.uk/mp.php?mpid=42047
41997,Ed,Vaizey,Con,https://www.publicwhip.org.uk/mp.php?mpid=41997
42066,Ed,Vaizey,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42066
41669,Shailesh,Vara,Con,https://www.publicwhip.org.uk/mp.php?mpid=41669
42465,Shailesh,Vara,Con,https://www.publicwhip.org.uk/mp.php?mpid=42465
41879,Keith,Vaz,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41879
41995,Valerie,Vaz,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41995
42286,Valerie,Vaz,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42286
41598,Martin,Vickers,Con,https://www.publicwhip.org.uk/mp.php?mpid=41598
42425,Martin,Vickers,Con,https://www.publicwhip.org.uk/mp.php?mpid=42425
42324,Matt,Vickers,Con,https://www.publicwhip.org.uk/mp.php?mpid=42324
41797,Theresa,Villiers,Con,https://www.publicwhip.org.uk/mp.php?mpid=41797
42698,Theresa,Villiers,Con,https://www.publicwhip.org.uk/mp.php?mpid=42698
42415,Christian,Wakeford,Con,https://www.publicwhip.org.uk/mp.php?mpid=42415
41380,Charles,Walker,Con,https://www.publicwhip.org.uk/mp.php?mpid=41380
42091,Charles,Walker,Con,https://www.publicwhip.org.uk/mp.php?mpid=42091
41640,Robin,Walker,Con,https://www.publicwhip.org.uk/mp.php?mpid=41640
42279,Robin,Walker,Con,https://www.publicwhip.org.uk/mp.php?mpid=42279
41799,Thelma,Walker,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41799
42014,Ben,Wallace,Con,https://www.publicwhip.org.uk/mp.php?mpid=42014
42467,Ben,Wallace,Con,https://www.publicwhip.org.uk/mp.php?mpid=42467
42248,Jamie,Wallis,Con,https://www.publicwhip.org.uk/mp.php?mpid=42248
41955,David,Warburton,Con,https://www.publicwhip.org.uk/mp.php?mpid=41955
42703,David,Warburton,Con,https://www.publicwhip.org.uk/mp.php?mpid=42703
41761,Matt,Warman,Con,https://www.publicwhip.org.uk/mp.php?mpid=41761
42602,Matt,Warman,Con,https://www.publicwhip.org.uk/mp.php?mpid=42602
41627,Giles,Watling,Con,https://www.publicwhip.org.uk/mp.php?mpid=41627
42307,Giles,Watling,Con,https://www.publicwhip.org.uk/mp.php?mpid=42307
41406,Tom,Watson,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41406
42711,Suzanne,Webb,Con,https://www.publicwhip.org.uk/mp.php?mpid=42711
42111,Claudia,Webbe,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42111
41866,Catherine,West,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41866
42550,Catherine,West,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42550
41999,Matt,Western,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41999
42557,Matt,Western,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42557
41839,Helen,Whately,Con,https://www.publicwhip.org.uk/mp.php?mpid=41839
42473,Helen,Whately,Con,https://www.publicwhip.org.uk/mp.php?mpid=42473
41700,Heather,Wheeler,Con,https://www.publicwhip.org.uk/mp.php?mpid=41700
42406,Heather,Wheeler,Con,https://www.publicwhip.org.uk/mp.php?mpid=42406
41969,Alan,Whitehead,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41969
42648,Alan,Whitehead,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42648
41663,Martin,Whitfield,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41663
41786,Philippa,Whitford,SNP,https://www.publicwhip.org.uk/mp.php?mpid=41786
42650,Philippa,Whitford,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42650
42112,Mick,Whitley,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42112
