mlid,firstname,surname,party,PublicWhip URL
42071,Margot,James,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42071
41830,Christine,Jardine,LDem,https://www.publicwhip.org.uk/mp.php?mpid=41830
42658,Christine,Jardine,LDem,https://www.publicwhip.org.uk/mp.php?mpid=42658
41495,Dan,Jarvis,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41495
42135,Dan,Jarvis,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42135
41775,Sajid,Javid,Con,https://www.publicwhip.org.uk/mp.php?mpid=41775
42272,Sajid,Javid,Con,https://www.publicwhip.org.uk/mp.php?mpid=42272
41696,Ranil,Jayawardena,Con,https://www.publicwhip.org.uk/mp.php?mpid=41696
42143,Ranil,Jayawardena,Con,https://www.publicwhip.org.uk/mp.php?mpid=42143
41545,Bernard,Jenkin,Con,https://www.publicwhip.org.uk/mp.php?mpid=41545
42197,Bernard,Jenkin,Con,https://www.publicwhip.org.uk/mp.php?mpid=42197
42092,Mark,Jenkinson,Con,https://www.publicwhip.org.uk/mp.php?mpid=42092
41897,Andrea,Jenkyns,Con,https://www.publicwhip.org.uk/mp.php?mpid=41897
42565,Andrea,Jenkyns,Con,https://www.publicwhip.org.uk/mp.php?mpid=42565
41899,Robert,Jenrick,Con,https://www.publicwhip.org.uk/mp.php?mpid=41899
42392,Robert,Jenrick,Con,https://www.publicwhip.org.uk/mp.php?mpid=42392
41594,Boris,Johnson,Con,https://www.publicwhip.org.uk/mp.php?mpid=41594
42470,Boris,Johnson,Con,https://www.publicwhip.org.uk/mp.php?mpid=42470
41953,Caroline,Johnson,Con,https://www.publicwhip.org.uk/mp.php?mpid=41953
42419,Caroline,Johnson,Con,https://www.publicwhip.org.uk/mp.php?mpid=42419
41485,Diana R.,Johnson,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41485
42416,Diana R.,Johnson,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42416
41662,Gareth,Johnson,Con,https://www.publicwhip.org.uk/mp.php?mpid=41662
42623,Gareth,Johnson,Con,https://www.publicwhip.org.uk/mp.php?mpid=42623
41923,Jo,Johnson,Con,https://www.publicwhip.org.uk/mp.php?mpid=41923
42152,Kim,Johnson,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42152
42704,David,Johnston,Con,https://www.publicwhip.org.uk/mp.php?mpid=42704
41389,Andrew,Jones,Con,https://www.publicwhip.org.uk/mp.php?mpid=41389
42333,Andrew,Jones,Con,https://www.publicwhip.org.uk/mp.php?mpid=42333
41586,Darren,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41586
42320,Darren,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42320
41599,David,Jones,Con,https://www.publicwhip.org.uk/mp.php?mpid=41599
42216,David,Jones,Con,https://www.publicwhip.org.uk/mp.php?mpid=42216
42472,Fay,Jones,Con,https://www.publicwhip.org.uk/mp.php?mpid=42472
41684,Gerald,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41684
42199,Gerald,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42199
41566,Graham,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41566
41719,Helen,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41719
41532,Kevan,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41532
42412,Kevan,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42412
41379,Marcus,Jones,Con,https://www.publicwhip.org.uk/mp.php?mpid=41379
42090,Marcus,Jones,Con,https://www.publicwhip.org.uk/mp.php?mpid=42090
42045,Ruth,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42045
42226,Ruth,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42226
41804,Sarah,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41804
42492,Sarah,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42492
41412,Susan Elan,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41412
42640,Simon,Jupp,Con,https://www.publicwhip.org.uk/mp.php?mpid=42640
41624,Mike,Kane,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41624
42639,Mike,Kane,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42639
41951,Daniel,Kawczynski,Con,https://www.publicwhip.org.uk/mp.php?mpid=41951
42422,Daniel,Kawczynski,Con,https://www.publicwhip.org.uk/mp.php?mpid=42422
42630,Alicia,Kearns,Con,https://www.publicwhip.org.uk/mp.php?mpid=42630
41796,Gillian,Keegan,Con,https://www.publicwhip.org.uk/mp.php?mpid=41796
42269,Gillian,Keegan,Con,https://www.publicwhip.org.uk/mp.php?mpid=42269
41582,Barbara,Keeley,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41582
42521,Barbara,Keeley,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42521
41681,Liz,Kendall,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41681
42140,Liz,Kendall,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42140
41959,Seema,Kennedy,Con,https://www.publicwhip.org.uk/mp.php?mpid=41959
41973,Stephen,Kerr,Con,https://www.publicwhip.org.uk/mp.php?mpid=41973
41728,Afzal,Khan,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41728
42682,Afzal,Khan,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42682
42224,Imran Ahmad,Khan,Con,https://www.publicwhip.org.uk/mp.php?mpid=42224
41393,Ged,Killen,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41393
41550,Stephen,Kinnock,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41550
42177,Stephen,Kinnock,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42177
41824,Greg,Knight,Con,https://www.publicwhip.org.uk/mp.php?mpid=41824
42440,Greg,Knight,Con,https://www.publicwhip.org.uk/mp.php?mpid=42440
41548,Julian,Knight,Con,https://www.publicwhip.org.uk/mp.php?mpid=41548
42118,Julian,Knight,Con,https://www.publicwhip.org.uk/mp.php?mpid=42118
42652,Danny,Kruger,Con,https://www.publicwhip.org.uk/mp.php?mpid=42652
41970,Kwasi,Kwarteng,Con,https://www.publicwhip.org.uk/mp.php?mpid=41970
42662,Kwasi,Kwarteng,Con,https://www.publicwhip.org.uk/mp.php?mpid=42662
41868,Peter,Kyle,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41868
42656,Peter,Kyle,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42656
42120,Eleanor,Laing,Con,https://www.publicwhip.org.uk/mp.php?mpid=42120
41667,Lesley,Laird,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41667
41789,Ben,Lake,PC,https://www.publicwhip.org.uk/mp.php?mpid=41789
42445,Ben,Lake,PC,https://www.publicwhip.org.uk/mp.php?mpid=42445
41712,Norman,Lamb,LDem,https://www.publicwhip.org.uk/mp.php?mpid=41712
41687,David,Lammy,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41687
42515,David,Lammy,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42515
41749,John,Lamont,Con,https://www.publicwhip.org.uk/mp.php?mpid=41749
42446,John,Lamont,Con,https://www.publicwhip.org.uk/mp.php?mpid=42446
41894,Mark,Lancaster,Con,https://www.publicwhip.org.uk/mp.php?mpid=41894
42294,Robert,Largan,Con,https://www.publicwhip.org.uk/mp.php?mpid=42294
41891,Pauline,Latham,Con,https://www.publicwhip.org.uk/mp.php?mpid=41891
42693,Pauline,Latham,Con,https://www.publicwhip.org.uk/mp.php?mpid=42693
41996,Ian,Lavery,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41996
42093,Ian,Lavery,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42093
41461,Chris,Law,SNP,https://www.publicwhip.org.uk/mp.php?mpid=41461
42277,Chris,Law,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42277
41958,Andrea,Leadsom,Con,https://www.publicwhip.org.uk/mp.php?mpid=41958
42724,Andrea,Leadsom,Con,https://www.publicwhip.org.uk/mp.php?mpid=42724
41882,Karen,Lee,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41882
41451,Phillip,Lee,Con,https://www.publicwhip.org.uk/mp.php?mpid=41451
42054,Phillip,Lee,LDem,https://www.publicwhip.org.uk/mp.php?mpid=42054
41672,Jeremy,Lefroy,Con,https://www.publicwhip.org.uk/mp.php?mpid=41672
41845,Edward,Leigh,Con,https://www.publicwhip.org.uk/mp.php?mpid=41845
42365,Edward,Leigh,Con,https://www.publicwhip.org.uk/mp.php?mpid=42365
41918,Chris,Leslie,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41918
42035,Chris,Leslie,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42035
41610,Oliver,Letwin,Con,https://www.publicwhip.org.uk/mp.php?mpid=41610
42058,Oliver,Letwin,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42058
42079,Ian,Levy,Con,https://www.publicwhip.org.uk/mp.php?mpid=42079
41385,Emma,Lewell-Buck,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41385
42089,Emma,Lewell-Buck,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42089
41917,Andrew,Lewer,Con,https://www.publicwhip.org.uk/mp.php?mpid=41917
42374,Andrew,Lewer,Con,https://www.publicwhip.org.uk/mp.php?mpid=42374
41664,Brandon,Lewis,Con,https://www.publicwhip.org.uk/mp.php?mpid=41664
42343,Brandon,Lewis,Con,https://www.publicwhip.org.uk/mp.php?mpid=42343
41670,Clive,Lewis,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41670
42162,Clive,Lewis,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42162
41540,Ivan,Lewis,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41540
42029,Ivan,Lewis,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42029
41569,Julian,Lewis,Con,https://www.publicwhip.org.uk/mp.php?mpid=41569
42299,Julian,Lewis,Con,https://www.publicwhip.org.uk/mp.php?mpid=42299
42729,Julian,Lewis,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42729
41769,Ian,Liddell-Grainger,Con,https://www.publicwhip.org.uk/mp.php?mpid=41769
42605,Ian,Liddell-Grainger,Con,https://www.publicwhip.org.uk/mp.php?mpid=42605
41739,David,Lidington,Con,https://www.publicwhip.org.uk/mp.php?mpid=41739
41847,David,Linden,SNP,https://www.publicwhip.org.uk/mp.php?mpid=41847
42427,David,Linden,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42427
41689,Emma,Little Pengelly,DUP,https://www.publicwhip.org.uk/mp.php?mpid=41689
41825,Stephen,Lloyd,LDem,https://www.publicwhip.org.uk/mp.php?mpid=41825
42030,Stephen,Lloyd,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42030
41490,Tony,Lloyd,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41490
42397,Tony,Lloyd,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42397
42674,Carla,Lockhart,DUP,https://www.publicwhip.org.uk/mp.php?mpid=42674
42677,Chris,Loder,Con,https://www.publicwhip.org.uk/mp.php?mpid=42677
42499,Mark,Logan,Con,https://www.publicwhip.org.uk/mp.php?mpid=42499
41606,Rebecca,Long-Bailey,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41606
42616,Rebecca,Long-Bailey,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42616
42673,Marco,Longhi,Con,https://www.publicwhip.org.uk/mp.php?mpid=42673
41666,Julia,Lopez,Con,https://www.publicwhip.org.uk/mp.php?mpid=41666
42208,Julia,Lopez,Con,https://www.publicwhip.org.uk/mp.php?mpid=42208
41842,Jack,Lopresti,Con,https://www.publicwhip.org.uk/mp.php?mpid=41842
42569,Jack,Lopresti,Con,https://www.publicwhip.org.uk/mp.php?mpid=42569
41716,Jonathan,Lord,Con,https://www.publicwhip.org.uk/mp.php?mpid=41716
42513,Jonathan,Lord,Con,https://www.publicwhip.org.uk/mp.php?mpid=42513
41823,Tim,Loughton,Con,https://www.publicwhip.org.uk/mp.php?mpid=41823
42618,Tim,Loughton,Con,https://www.publicwhip.org.uk/mp.php?mpid=42618
41772,Caroline,Lucas,Green,https://www.publicwhip.org.uk/mp.php?mpid=41772
42466,Caroline,Lucas,Green,https://www.publicwhip.org.uk/mp.php?mpid=42466
41396,Ian,Lucas,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41396
41852,Holly,Lynch,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41852
42619,Holly,Lynch,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42619
42301,Kenny,MacAskill,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42301
41962,Craig,Mackinlay,Con,https://www.publicwhip.org.uk/mp.php?mpid=41962
42668,Craig,Mackinlay,Con,https://www.publicwhip.org.uk/mp.php?mpid=42668
42147,Cherilyn,Mackrory,Con,https://www.publicwhip.org.uk/mp.php?mpid=42147
41934,Rachel,Maclean,Con,https://www.publicwhip.org.uk/mp.php?mpid=41934
42395,Rachel,Maclean,Con,https://www.publicwhip.org.uk/mp.php?mpid=42395
41477,Angus,MacNeil,SNP,https://www.publicwhip.org.uk/mp.php?mpid=41477
42332,Angus,MacNeil,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42332
41832,Justin,Madders,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41832
42676,Justin,Madders,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42676
41756,Khalid,Mahmood,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41756
42396,Khalid,Mahmood,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42396
41643,Shabana,Mahmood,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41643
42408,Shabana,Mahmood,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42408
41575,Anne,Main,Con,https://www.publicwhip.org.uk/mp.php?mpid=41575
41415,Alan,Mak,Con,https://www.publicwhip.org.uk/mp.php?mpid=41415
42256,Alan,Mak,Con,https://www.publicwhip.org.uk/mp.php?mpid=42256
41840,Seema,Malhotra,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41840
42563,Seema,Malhotra,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42563
41914,Kit,Malthouse,Con,https://www.publicwhip.org.uk/mp.php?mpid=41914
42594,Kit,Malthouse,Con,https://www.publicwhip.org.uk/mp.php?mpid=42594
42385,Anthony,Mangnall,Con,https://www.publicwhip.org.uk/mp.php?mpid=42385
42019,Scott,Mann,Con,https://www.publicwhip.org.uk/mp.php?mpid=42019
42697,Scott,Mann,Con,https://www.publicwhip.org.uk/mp.php?mpid=42697
41758,Gordon,Marsden,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41758
42454,Julie,Marson,Con,https://www.publicwhip.org.uk/mp.php?mpid=42454
41567,Sandy,Martin,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41567
42015,Rachael,Maskell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42015
42469,Rachael,Maskell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42469
41677,Paul,Masterton,Con,https://www.publicwhip.org.uk/mp.php?mpid=41677
41798,Chris,Matheson,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41798
42509,Chris,Matheson,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42509
41709,Theresa,May,Con,https://www.publicwhip.org.uk/mp.php?mpid=41709
42442,Theresa,May,Con,https://www.publicwhip.org.uk/mp.php?mpid=42442
42609,Jerome,Mayhew,Con,https://www.publicwhip.org.uk/mp.php?mpid=42609
41527,Paul,Maynard,Con,https://www.publicwhip.org.uk/mp.php?mpid=41527
42160,Paul,Maynard,Con,https://www.publicwhip.org.uk/mp.php?mpid=42160
41702,Steve,McCabe,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41702
42207,Steve,McCabe,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42207
41539,Kerry,McCarthy,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41539
42329,Kerry,McCarthy,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42329
42714,Jason,McCartney,Con,https://www.publicwhip.org.uk/mp.php?mpid=42714
42377,Karl,McCartney,Con,https://www.publicwhip.org.uk/mp.php?mpid=42377
41568,Siobhain,McDonagh,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41568
42228,Siobhain,McDonagh,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42228
41383,Andy,McDonald,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41383
42084,Andy,McDonald,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42084
41692,Stewart,McDonald,SNP,https://www.publicwhip.org.uk/mp.php?mpid=41692
42459,Stewart,McDonald,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42459
41807,Stuart,McDonald,SNP,https://www.publicwhip.org.uk/mp.php?mpid=41807
42456,Stuart,McDonald,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42456
41665,John Martin,McDonnell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41665
42281,John Martin,McDonnell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42281
41511,Pat,McFadden,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41511
42265,Pat,McFadden,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42265
41448,Conor,McGinn,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41448
42125,Conor,McGinn,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42125
41510,Alison,McGovern,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41510
42176,Alison,McGovern,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42176
41476,Liz,McInnes,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41476
41377,Catherine,McKinnell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41377
42088,Catherine,McKinnell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42088
42405,Anne,McLaughlin,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42405
41812,Patrick,McLoughlin,Con,https://www.publicwhip.org.uk/mp.php?mpid=41812
41921,Jim,McMahon,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41921
42496,Jim,McMahon,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42496
41645,Anna,McMorrin,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41645
42462,Anna,McMorrin,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42462
41464,John,McNally,SNP,https://www.publicwhip.org.uk/mp.php?mpid=41464
42441,John,McNally,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42441
41576,Stephen,McPartland,Con,https://www.publicwhip.org.uk/mp.php?mpid=41576
42170,Stephen,McPartland,Con,https://www.publicwhip.org.uk/mp.php?mpid=42170
41982,Esther,McVey,Con,https://www.publicwhip.org.uk/mp.php?mpid=41982
42306,Esther,McVey,Con,https://www.publicwhip.org.uk/mp.php?mpid=42306
41453,Ian,Mearns,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41453
42157,Ian,Mearns,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42157
41483,Mark,Menzies,Con,https://www.publicwhip.org.uk/mp.php?mpid=41483
42098,Mark,Menzies,Con,https://www.publicwhip.org.uk/mp.php?mpid=42098
41926,Johnny,Mercer,Con,https://www.publicwhip.org.uk/mp.php?mpid=41926
42686,Johnny,Mercer,Con,https://www.publicwhip.org.uk/mp.php?mpid=42686
41752,Huw,Merriman,Con,https://www.publicwhip.org.uk/mp.php?mpid=41752
42511,Huw,Merriman,Con,https://www.publicwhip.org.uk/mp.php?mpid=42511
41386,Stephen,Metcalfe,Con,https://www.publicwhip.org.uk/mp.php?mpid=41386
42240,Stephen,Metcalfe,Con,https://www.publicwhip.org.uk/mp.php?mpid=42240
41815,Ed,Miliband,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41815
42379,Ed,Miliband,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42379
42262,Robin,Millar,Con,https://www.publicwhip.org.uk/mp.php?mpid=42262
41743,Maria,Miller,Con,https://www.publicwhip.org.uk/mp.php?mpid=41743
42387,Maria,Miller,Con,https://www.publicwhip.org.uk/mp.php?mpid=42387
41452,Amanda,Milling,Con,https://www.publicwhip.org.uk/mp.php?mpid=41452
42146,Amanda,Milling,Con,https://www.publicwhip.org.uk/mp.php?mpid=42146
41494,Nigel,Mills,Con,https://www.publicwhip.org.uk/mp.php?mpid=41494
42271,Nigel,Mills,Con,https://www.publicwhip.org.uk/mp.php?mpid=42271
41565,Anne,Milton,Con,https://www.publicwhip.org.uk/mp.php?mpid=41565
42061,Anne,Milton,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42061
42276,Navendu,Mishra,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42276
41524,Andrew,Mitchell,Con,https://www.publicwhip.org.uk/mp.php?mpid=41524
42432,Andrew,Mitchell,Con,https://www.publicwhip.org.uk/mp.php?mpid=42432
42680,Gagan,Mohindra,Con,https://www.publicwhip.org.uk/mp.php?mpid=42680
41679,Carol,Monaghan,SNP,https://www.publicwhip.org.uk/mp.php?mpid=41679
42576,Carol,Monaghan,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42576
41481,Madeleine,Moon,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41481
41523,Damien,Moore,Con,https://www.publicwhip.org.uk/mp.php?mpid=41523
42129,Damien,Moore,Con,https://www.publicwhip.org.uk/mp.php?mpid=42129
42691,Robbie,Moore,Con,https://www.publicwhip.org.uk/mp.php?mpid=42691
41924,Layla,Moran,LDem,https://www.publicwhip.org.uk/mp.php?mpid=41924
42701,Layla,Moran,LDem,https://www.publicwhip.org.uk/mp.php?mpid=42701
41655,Penny,Mordaunt,Con,https://www.publicwhip.org.uk/mp.php?mpid=41655
42573,Penny,Mordaunt,Con,https://www.publicwhip.org.uk/mp.php?mpid=42573
41430,Jessica,Morden,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41430
42196,Jessica,Morden,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42196
41884,Nicky,Morgan,Con,https://www.publicwhip.org.uk/mp.php?mpid=41884
41714,Stephen,Morgan,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41714
42394,Stephen,Morgan,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42394
41487,Anne Marie,Morris,Con,https://www.publicwhip.org.uk/mp.php?mpid=41487
42163,Anne Marie,Morris,Con,https://www.publicwhip.org.uk/mp.php?mpid=42163
41896,David,Morris,Con,https://www.publicwhip.org.uk/mp.php?mpid=41896
42532,David,Morris,Con,https://www.publicwhip.org.uk/mp.php?mpid=42532
41618,Grahame,Morris,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41618
42313,Grahame,Morris,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42313
41851,James,Morris,Con,https://www.publicwhip.org.uk/mp.php?mpid=41851
42681,James,Morris,Con,https://www.publicwhip.org.uk/mp.php?mpid=42681
42435,Joy,Morrissey,Con,https://www.publicwhip.org.uk/mp.php?mpid=42435
41658,Wendy,Morton,Con,https://www.publicwhip.org.uk/mp.php?mpid=41658
42328,Wendy,Morton,Con,https://www.publicwhip.org.uk/mp.php?mpid=42328
42486,Kieran,Mullan,Con,https://www.publicwhip.org.uk/mp.php?mpid=42486
42165,Holly,Mumby-Croft,Con,https://www.publicwhip.org.uk/mp.php?mpid=42165
41820,David,Mundell,Con,https://www.publicwhip.org.uk/mp.php?mpid=41820
42620,David,Mundell,Con,https://www.publicwhip.org.uk/mp.php?mpid=42620
41828,Ian,Murray,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41828
42481,Ian,Murray,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42481
42133,James,Murray,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42133
42018,Sheryll,Murray,Con,https://www.publicwhip.org.uk/mp.php?mpid=42018
42705,Sheryll,Murray,Con,https://www.publicwhip.org.uk/mp.php?mpid=42705
41715,Andrew,Murrison,Con,https://www.publicwhip.org.uk/mp.php?mpid=41715
42543,Andrew,Murrison,Con,https://www.publicwhip.org.uk/mp.php?mpid=42543
41401,Lisa,Nandy,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41401
42217,Lisa,Nandy,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42217
41774,Bob,Neill,Con,https://www.publicwhip.org.uk/mp.php?mpid=41774
42433,Bob,Neill,Con,https://www.publicwhip.org.uk/mp.php?mpid=42433
41467,Gavin,Newlands,SNP,https://www.publicwhip.org.uk/mp.php?mpid=41467
42201,Gavin,Newlands,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42201
41990,Sarah,Newton,Con,https://www.publicwhip.org.uk/mp.php?mpid=41990
42488,Charlotte,Nichols,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42488
42378,Lia,Nici,Con,https://www.publicwhip.org.uk/mp.php?mpid=42378
42186,John,Nicolson,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42186
41730,Caroline,Nokes,Con,https://www.publicwhip.org.uk/mp.php?mpid=41730
42070,Caroline,Nokes,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42070
42453,Caroline,Nokes,Con,https://www.publicwhip.org.uk/mp.php?mpid=42453
41863,Jesse,Norman,Con,https://www.publicwhip.org.uk/mp.php?mpid=41863
42688,Jesse,Norman,Con,https://www.publicwhip.org.uk/mp.php?mpid=42688
41919,Alex,Norris,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41919
42164,Alex,Norris,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42164
41856,Neil,O&#39;Brien,Con,https://www.publicwhip.org.uk/mp.php?mpid=41856
42552,Neil,O&#39;Brien,Con,https://www.publicwhip.org.uk/mp.php?mpid=42552
41735,Brendan,O&#39;Hara,SNP,https://www.publicwhip.org.uk/mp.php?mpid=41735
42712,Brendan,O&#39;Hara,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42712
41574,Jared,O&#39;Mara,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41574
42022,Jared,O&#39;Mara,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42022
41861,Matthew,Offord,Con,https://www.publicwhip.org.uk/mp.php?mpid=41861
42699,Matthew,Offord,Con,https://www.publicwhip.org.uk/mp.php?mpid=42699
42289,Sarah,Olney,LDem,https://www.publicwhip.org.uk/mp.php?mpid=42289
41591,Fiona,Onasanya,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41591
42031,Fiona,Onasanya,Independent,https://www.publicwhip.org.uk/mp.php?mpid=42031
41500,Melanie,Onn,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41500
41372,Chi,Onwurah,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41372
42077,Chi,Onwurah,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42077
41864,Guy,Opperman,Con,https://www.publicwhip.org.uk/mp.php?mpid=41864
42337,Guy,Opperman,Con,https://www.publicwhip.org.uk/mp.php?mpid=42337
42310,Abena,Oppong-Asare,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42310
41831,Kate,Osamor,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41831
42211,Kate,Osamor,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42211
42097,Kate,Osborne,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42097
42244,Kirsten,Oswald,SNP,https://www.publicwhip.org.uk/mp.php?mpid=42244
42665,Taiwo,Owatemi,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42665
41537,Albert,Owen,Lab,https://www.publicwhip.org.uk/mp.php?mpid=41537
42227,Sarah,Owen,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42227
